Node_ID,Routing_Update_Frequency,Routing_Table_Consistency,Route_Stability,Route_Convergence_Time,Route_Error_Rate,Route_Preference,Neighbor_Trustworthiness,Packet_Inspection,Historical_Behavior,Malicious_Node
617,Low,0.0617623862901997,0.5067658465262576,0.5217334188532456,0.21320393138913507,Preferred,High,Partial,Good,0
618,Medium,0.41892922393741894,0.5145617903482984,0.7089642671237775,0.9061009286804258,Not Preferred,High,Full,Good,0
619,High,0.5807685836144216,0.9287634212054924,0.4967434280059845,0.8429454824561972,Neutral,Medium,Partial,Bad,0
620,Medium,0.07069660818436618,0.3615401877629566,0.5347994662811925,0.9962244930446387,Neutral,Low,Partial,Good,0
621,Low,0.8865954415023983,0.4109425523501099,0.6043044198214789,0.6300186806188274,Neutral,Medium,None,Average,1
622,Medium,0.21150674928176805,0.7360354004260655,0.32001611308739175,0.5060446924118366,Preferred,High,None,Bad,1
623,Low,0.34337778957457255,0.019099199353725838,0.49867035038227736,0.9454948605595002,Neutral,High,Partial,Bad,1
624,Low,0.14551730038742494,0.8779783824996591,0.26918973947330527,0.9822560609366149,Not Preferred,Medium,None,Average,1
625,Medium,0.5976324398689004,0.7389304553494722,0.029169892290743293,0.5412382144338301,Preferred,High,Partial,Average,0
626,Low,0.9956451766743493,0.48018351526188785,0.4858856061896132,0.5658517874106719,Preferred,Medium,Partial,Average,0
627,High,0.7193006090251136,0.6187469824576063,0.08167976486635398,0.21772489879890222,Neutral,Medium,Partial,Average,0
628,High,0.6370858888547155,0.8986677015526638,0.45650885534153296,0.14943625851829423,Preferred,Low,None,Good,0
629,Low,0.16456605842933492,0.4063322309637678,0.9265853832183811,0.7104218150124118,Neutral,High,Partial,Bad,0
630,Medium,0.3587557620212738,0.6311170278922348,0.7148984380772886,0.4298446697431554,Preferred,Low,Full,Bad,0
631,Low,0.6734197289114326,0.6144994602551925,0.8924690939520117,0.07862671098975804,Neutral,Low,None,Bad,1
632,Medium,0.21208123747737773,0.23899768021155132,0.2812845635530341,0.4111272782593792,Neutral,Low,Full,Average,0
633,High,0.33850687942547286,0.007091812774370987,0.680250688330374,0.8254398957486287,Neutral,Low,Full,Average,1
634,Low,0.1216052593480571,0.6330851264962384,0.8990239826494839,0.6237437260875957,Preferred,Low,None,Good,1
635,High,0.7718360352301099,0.48387726456425906,0.897532326522084,0.9077612436501786,Neutral,High,Full,Average,0
636,Medium,0.14785243786238378,0.9408762674947089,0.18289305306866865,0.49516754362273674,Neutral,High,None,Bad,1
637,High,0.5026301156212535,0.2577784882039913,0.7013635603104414,0.014372951777777643,Neutral,High,None,Good,0
638,Low,0.4595629775055219,0.49896794422079305,0.07221318533518795,0.6844353610693075,Neutral,Low,Partial,Average,0
639,Low,0.17238636210516622,0.8723945633548149,0.6131162390692415,0.15720388355695425,Not Preferred,High,Partial,Good,1
640,Low,0.8036934518773025,0.8178220735661906,0.9789473558546619,0.5018695310245037,Neutral,Low,Partial,Average,0
641,Medium,0.8561536219946603,0.099237664919681,0.09072088274783086,0.2626954770019353,Not Preferred,Low,Partial,Bad,0
642,High,0.9028680234321501,0.6967548149354044,0.09664058416487142,0.27416403767230013,Preferred,Medium,Partial,Good,0
643,Low,0.12711049086702397,0.427541855359712,0.1608602934850979,0.7003478888665695,Not Preferred,Low,Partial,Bad,1
644,Low,0.4745443501585562,0.36148714982181207,0.35872701954609876,0.5292674481435902,Neutral,High,None,Bad,0
645,Medium,0.8467850018697454,0.8319415416880521,0.4035199924402112,0.333299859870525,Preferred,Medium,None,Bad,0
646,Low,0.5277620653364475,0.5574409671635999,0.9783308076772478,0.7731676917469589,Not Preferred,High,Partial,Good,0
647,High,0.32314521727941725,0.5441086239394686,0.5517123720199669,0.3565589211768887,Preferred,Low,Partial,Bad,0
648,Low,0.49751642687443354,0.2759488281571876,0.7310103491394832,0.07662240199220272,Preferred,Low,Partial,Bad,0
649,High,0.5637371014453995,0.2049792328259108,0.7419953911261723,0.05227910326875962,Neutral,Low,Partial,Average,1
650,Medium,0.4288843893947102,0.1889856599711751,0.28179735039649245,0.26752703024834235,Neutral,Medium,None,Bad,1
651,Medium,0.12722488693701073,0.9146945603370571,0.493543659589453,0.45357280961517477,Neutral,Medium,Partial,Bad,0
652,High,0.9994606810596731,0.8022736971474778,0.7867230147335408,0.5097260752881797,Not Preferred,High,Full,Bad,1
653,Low,0.5396617889031524,0.07748362655548269,0.01802900895891224,0.10233217953406315,Neutral,Medium,Partial,Bad,1
654,Medium,0.10840037271662273,0.875933022186205,0.7831600290279028,0.1681180975977251,Neutral,Medium,Partial,Average,1
655,High,0.67264434352679,0.17339606620611936,0.7247869749583861,0.5053536682378261,Not Preferred,High,None,Good,1
656,Medium,0.4934799980728777,0.5067658465262576,0.0158518422318763,0.7299235192858211,Preferred,Medium,None,Good,1
657,Medium,0.052825893908602484,0.6258411949823758,0.05450927741371958,0.8364397373761233,Neutral,Medium,Partial,Average,1
658,Low,0.3316578441770175,0.7230571254603297,0.5077521518626643,0.4991086581076065,Neutral,Medium,Partial,Good,0
659,Medium,0.2568300377251852,0.09251662118309445,0.10094162555639885,0.19901129441518828,Not Preferred,High,Full,Average,0
660,Low,0.9550631871262365,0.6109263874834779,0.001268076915490246,0.894007197916806,Not Preferred,Medium,Partial,Bad,1
661,High,0.33721249040628576,0.40226041368354204,0.05122429640431325,0.49651542223060485,Preferred,Low,Full,Good,0
662,High,0.5657420260709014,0.015310586626905431,0.78057272582094,0.3616073184253895,Not Preferred,Medium,Full,Bad,1
663,Medium,0.7806820746878623,0.39023854958399506,0.5785639322793544,0.9113418162164088,Not Preferred,High,Full,Average,1
664,High,0.41948148508981975,0.3906935371009488,0.6658308276518625,0.21551285754776883,Neutral,Medium,Full,Average,1
665,Low,0.16678733518367417,0.7974205539416643,0.49867035038227736,0.08613577154903629,Not Preferred,High,Full,Bad,0
666,High,0.03722170456932916,0.9176006962619002,0.6731113481245287,0.9907488093932189,Neutral,High,Partial,Average,0
667,High,0.49580301660687576,0.05085342363582113,0.8635568029983097,0.34094780164260974,Preferred,High,Partial,Average,1
668,Medium,0.5908662673951145,0.6527281237772241,0.25566622333181444,0.36456642751986446,Not Preferred,Medium,Full,Good,1
669,High,0.38394700890415523,0.4444409576714987,0.1416172449866172,0.10249632918921281,Preferred,Medium,Partial,Good,0
670,High,0.7178705805519285,0.9926255484528702,0.6983379712794027,0.2937944706543275,Neutral,High,Partial,Average,0
671,High,0.48526674234262157,0.7779094067485368,0.3823633310616279,0.44312734532291453,Not Preferred,Medium,Full,Bad,0
672,Medium,0.269439446303655,0.27752280490239256,0.9334131270234548,0.7235345733310886,Preferred,Medium,None,Good,0
673,Low,0.35999241877905785,0.0767233994560228,0.4262977174034259,0.44233545805021546,Preferred,Low,None,Bad,1
674,Low,0.03756622954398059,0.7171814470467577,0.5380946641211113,0.5087059842162667,Neutral,Medium,Full,Good,0
675,Medium,0.6648179907162709,0.10521955523816973,0.672019762180535,0.6354279207029719,Not Preferred,High,Partial,Good,1
676,Low,0.9993362799835043,0.17533424137685993,0.01011443166083581,0.148808714518176,Not Preferred,Medium,Partial,Average,1
677,Low,0.3111947378040092,0.20905812878086616,0.8484822099337397,0.9060190710443632,Neutral,Low,Full,Good,0
678,High,0.16427044945592806,0.5037194345899563,0.8302028843457621,0.6640122280676023,Preferred,High,Partial,Bad,1
679,Low,0.8276102613491533,0.9678645659513553,0.8898363940883107,0.6005347682064148,Not Preferred,Low,Full,Bad,1
680,High,0.9918317924636303,0.26610795616929916,0.833191659785454,0.42679037219391935,Preferred,High,None,Average,0
681,Medium,0.49818929917397914,0.3295304137739967,0.44060311405917474,0.8569501298693881,Preferred,High,Partial,Good,1
682,High,0.522709454067601,0.023591967780795864,0.41373289758032983,0.29924841926016044,Neutral,High,Full,Good,0
683,Low,0.7352512163067935,0.7973368056499627,0.26941788932957167,0.8874416907524878,Not Preferred,Medium,Partial,Average,0
684,Low,0.26828720042777265,0.5908045335179158,0.721449157109572,0.941278928906798,Preferred,Low,Partial,Bad,1
685,Medium,0.12613765801615207,0.5295336150224574,0.2688615449790066,0.02103690246046863,Not Preferred,High,Partial,Bad,0
686,Medium,0.48421313934764165,0.06360143637779736,0.5516879678064617,0.8410961706161014,Not Preferred,Medium,None,Average,0
687,High,0.06247976135782085,0.7212244674989166,0.2303950715145644,0.6852014537698661,Preferred,Medium,None,Bad,0
688,Medium,0.8519692535558417,0.3566089128743861,0.2613973165603949,0.9465985727783387,Not Preferred,High,Partial,Bad,1
689,Medium,0.6499520981658891,0.7537682020450523,0.6220091888089806,0.5400793219221958,Preferred,High,Full,Average,0
690,High,0.1948404916553641,0.4913304319121309,0.9505035615891348,0.3836090403551584,Not Preferred,Low,None,Good,0
691,Low,0.3886747506709505,0.44370144702966785,0.8913139356064557,0.4113302903312368,Not Preferred,High,Partial,Good,1
692,High,0.4744531798445233,0.009969234734518495,0.08476615442633317,0.49516754362273674,Preferred,Low,Full,Bad,1
693,Low,0.8455108108405605,0.7990821457719545,0.5084790353080261,0.23290183864948166,Preferred,High,Partial,Bad,1
694,High,0.6273141370102625,0.4716987668912095,0.9597837864377148,0.6761573334534453,Preferred,Low,None,Bad,0
695,Low,0.554620491211145,0.9016312294863601,0.9261929864146267,0.009098181280775997,Not Preferred,Low,Full,Bad,1
696,High,0.7145623460931563,0.6234117313362646,0.9705546707284959,0.558953240270377,Preferred,Medium,Full,Good,0
697,High,0.24068158972588538,0.7436025175606177,0.7502718294717717,0.3172889837759053,Preferred,Low,Full,Average,0
698,Low,0.05293593556881826,0.7549325397850504,0.9551751604781324,0.2401515960220142,Neutral,Low,None,Average,1
699,Medium,0.697013013934263,0.5601159830093484,0.38646256432793524,0.4202496018075419,Not Preferred,High,None,Average,0
700,Medium,0.7068035962105051,0.9200381641090526,0.2706836043017311,0.37049143705951426,Not Preferred,Low,Full,Good,1
701,Medium,0.6691541555348508,0.41030372187266206,0.4707009994910616,0.04914839034517704,Neutral,Low,Full,Good,0
702,High,0.6162406493306123,0.4828785341158436,0.39032577926155465,0.9090625428967315,Preferred,High,None,Good,1
703,High,0.5201348477846849,0.4747211271282129,0.2583926478703701,0.8185932303731079,Not Preferred,High,Full,Bad,1
704,Medium,0.6728258885580842,0.5304242203272427,0.6627857327436636,0.590170773649744,Not Preferred,Medium,Full,Average,0
705,Medium,0.7671707184490608,0.9726887432610853,0.28584144866340944,0.07111070821343679,Neutral,Medium,Full,Bad,0
706,Low,0.929791722630503,0.9478634419990688,0.06930450601874871,0.4564134397124243,Not Preferred,High,None,Good,0
707,High,0.7941345617322724,0.49459705276375876,0.8947475708313011,0.26766843719429756,Not Preferred,Low,Partial,Average,1
708,High,0.1980030303075535,0.43802179635032934,0.40874376280852787,0.4289189594937103,Neutral,High,Partial,Bad,0
709,High,0.5597174359283135,0.35900076807926373,0.8083578224980739,0.38805847426095696,Preferred,High,None,Bad,1
710,Low,0.13031798809129091,0.34562703703615894,0.807702369044057,0.24634824724230187,Not Preferred,High,None,Good,0
711,Medium,0.6554359784406613,0.23318755442161632,0.8644029871943977,0.30936856208001284,Preferred,Low,Partial,Average,0
712,High,0.20779046470475382,0.7989485620717061,0.8030371607674718,0.4152614375728205,Neutral,Medium,Partial,Average,1
713,Medium,0.38248446058259433,0.3045231891513833,0.02485951591579416,0.003914105735390638,Not Preferred,Low,Partial,Average,1
714,Low,0.24454044298429933,0.22732207107002744,0.339237340528867,0.4981987195616854,Neutral,Medium,Partial,Bad,0
715,Medium,0.24363856934558292,0.4686018101215098,0.5913011489232447,0.8868409028316071,Not Preferred,High,Partial,Good,0
716,Medium,0.33735907835727963,0.08970091901484578,0.9615437228811096,0.8072616493262504,Neutral,High,None,Average,0
717,Low,0.9437741203448161,0.003830290500322575,0.23812484325399874,0.9384476404104076,Preferred,Medium,Full,Good,1
718,Low,0.7373729720306713,0.8822057372269906,0.43388804848547946,0.7475971280994425,Not Preferred,Low,None,Good,0
719,High,0.08645750712015232,0.0014283430791767193,0.4495833529202623,0.8368634222265923,Not Preferred,Medium,Full,Good,0
720,High,0.6018263486330478,0.0645007586865618,0.972522495633662,0.5440299652945756,Neutral,Medium,None,Bad,0
721,Low,0.8700249255201656,0.6361056346436186,0.16473089608106173,0.42983125751300255,Neutral,Medium,None,Good,0
722,High,0.3550152661362467,0.4819001671099774,0.5031335547483198,0.3159358223856368,Preferred,Medium,Full,Good,1
723,Low,0.5505453006199955,0.8258882264268146,0.3035039091479522,0.3984787621092144,Preferred,Low,Full,Good,0
724,Low,0.09804453811093983,0.5268171660504134,0.057099078445176366,0.11054316630858052,Neutral,High,None,Bad,1
725,Low,0.4263182939907013,0.3337042075756299,0.3164687840614986,0.773995087294009,Neutral,High,None,Bad,1
726,Low,0.05471417483363994,0.5354705745913382,0.9357492615245504,0.5976131909324605,Neutral,High,Partial,Average,1
727,Medium,0.23410266497064058,0.05992515532108145,0.5175994650538077,0.1244342079467552,Preferred,Low,Partial,Good,0
728,Medium,0.9041136604795051,0.15652921341574122,0.36663770009645646,0.6191214000466962,Preferred,High,None,Average,0
729,Medium,0.5144524344015394,0.330991947603403,0.8374508948347339,0.3098656494084847,Preferred,Low,Partial,Average,1
730,High,0.9084101072685695,0.5067658465262576,0.019401245618215435,0.3270067684961021,Not Preferred,Medium,None,Bad,1
731,Low,0.9577666581762225,0.07771241839172549,0.5323602348613149,0.30336428221417044,Preferred,Low,Partial,Average,1
732,High,0.4275075575926496,0.7328383372724155,0.33630809441374976,0.3286043394798427,Not Preferred,Low,Partial,Average,0
733,Low,0.767233394159223,0.20588731076659939,0.3216863687013094,0.4654869724396994,Neutral,High,Full,Average,0
734,High,0.5099850793134971,0.4605825506946666,0.9007601624507324,0.9300053777910726,Not Preferred,Medium,Partial,Good,1
735,Medium,0.8015394607190754,0.5293906213475335,0.4815891402193626,0.6805668413607151,Not Preferred,High,Full,Bad,0
736,Medium,0.8514891816465466,0.48306624519330266,0.41607067040868617,0.9778536935017818,Not Preferred,High,None,Bad,0
737,High,0.5312010468195962,0.09887334266265135,0.8121795872927515,0.8660231906806247,Not Preferred,Low,Full,Good,1
738,Low,0.6980705464034016,0.6381399025162693,0.32056322436092455,0.09352012359790951,Neutral,High,Full,Good,0
739,Low,0.3827291913177713,0.7571891196819694,0.30564849683618345,0.5929827009674321,Neutral,Low,Full,Good,1
740,Low,0.7108943304605416,0.9733665661522873,0.7905675526911552,0.24294536168704395,Not Preferred,High,None,Average,1
741,High,0.37509940531834995,0.5089417810092862,0.3190439298728074,0.9689678620822997,Not Preferred,Medium,Full,Average,1
742,Low,0.6604697213644312,0.47081641936589813,0.19892977979503834,0.6016866086204651,Neutral,Medium,None,Average,0
743,Medium,0.8279249545453125,0.771243074033178,0.03881294781180211,0.1941287704459722,Preferred,Low,Partial,Good,1
744,High,0.04028130673398034,0.804832817296472,0.3689876126577565,0.8546190257884777,Preferred,High,None,Average,1
745,Medium,0.4044910644519094,0.4556256153552002,0.7057590510369849,0.820840236704851,Preferred,High,None,Bad,0
746,High,0.3506426914571469,0.3768106277742125,0.5335544335535795,0.0002410046851345493,Neutral,Low,Full,Good,1
747,Medium,0.7091271914859374,0.021057783556320042,0.03642544330172015,0.9025421148429531,Not Preferred,High,None,Average,1
748,High,0.792662476751617,0.6038030788437534,0.4933415880523805,0.04006908634826667,Neutral,Low,Full,Good,0
749,Low,0.45421441976524746,0.8634300145217673,0.9169611131024886,0.996807712678854,Preferred,High,None,Good,0
750,Medium,0.9327712799060948,0.07832705514921845,0.6882189194077358,0.7850068362082621,Neutral,Low,None,Good,0
751,Low,0.929870482293879,0.48379689658279634,0.49044909673594994,0.11974678850053189,Preferred,Medium,Partial,Average,1
752,High,0.52023048910309,0.6770937847836443,0.7785158800616635,0.1310146186504656,Not Preferred,High,Full,Average,0
753,High,0.3650475666926015,0.432437166716503,0.6231724245321872,0.07442841843851566,Neutral,Low,None,Bad,1
754,Low,0.008998657283255773,0.2578108740233376,0.40682264739846496,0.46006411674756176,Neutral,High,None,Bad,1
755,Low,0.9945941872219402,0.5067658465262576,0.7560042417740771,0.4523140350513355,Not Preferred,Medium,Full,Good,1
756,High,0.88974899029538,0.009165550183816484,0.2013991027938874,0.959024175972966,Neutral,Medium,Full,Bad,0
757,Medium,0.8814858195889105,0.4159136542975095,0.720333369165993,0.9182850353799578,Neutral,High,Full,Good,1
758,High,0.06582984336315378,0.6925728000775818,0.5718975224589538,0.9074631763464255,Preferred,Medium,Full,Average,0
759,Medium,0.2781436404489108,0.32450664916894734,0.49867035038227736,0.28266736054115904,Neutral,Medium,Partial,Bad,1
760,Low,0.1974488170911317,0.9841188838262372,0.7362539479604622,0.774251147700671,Not Preferred,Low,None,Bad,0
761,High,0.6260981019870467,0.8912007974018095,0.5056563574302194,0.07714437408606101,Not Preferred,Low,Full,Good,1
762,Medium,0.5085274317735725,0.31845196680580434,0.7309280359330333,0.2877184344900293,Neutral,Medium,Partial,Average,1
763,Low,0.6110234115419245,0.6241920728962704,0.13203517688999555,0.7562335898162132,Neutral,Low,None,Bad,1
764,High,0.3563904992999042,0.10094768163604062,0.961888238725708,0.65260201521544,Neutral,Medium,None,Good,1
765,High,0.7712248152904037,0.22810037790238513,0.9222233181548601,0.5925681827648268,Preferred,Low,None,Average,1
766,Low,0.7574251033733248,0.7575483931333713,0.8097704038972623,0.8866154889893555,Preferred,Low,Full,Bad,1
767,High,0.13551687356075404,0.5183996266330652,0.11260922934922069,0.9339874185126172,Neutral,Low,Full,Bad,0
768,Medium,0.9435531456494094,0.9025338826385755,0.8721611519695065,0.0712583326482279,Neutral,Medium,None,Bad,1
769,High,0.9122545611011557,0.9460756180688313,0.24471559702370094,0.13156530663935462,Preferred,Medium,Partial,Good,1
770,Medium,0.34317385720728355,0.5615843609669081,0.07314250947828393,0.7646435726141122,Neutral,Low,Full,Bad,0
771,Medium,0.8688010958178203,0.6619015764719286,0.4340488684781807,0.8194278536703651,Not Preferred,Medium,Full,Good,0
772,High,0.5353708726383943,0.16912486264417803,0.3224498097106496,0.4402217262561652,Not Preferred,Medium,Partial,Average,1
773,Low,0.05050747083228213,0.043881088368743604,0.7203732127322029,0.49516754362273674,Not Preferred,High,Partial,Good,1
774,High,0.07924960612992882,0.19148961490811944,0.3862363952990896,0.4848587397161036,Not Preferred,Medium,None,Average,1
775,High,0.49580301660687576,0.07173173781490838,0.659869866829039,0.4315843291175092,Preferred,Low,None,Bad,1
776,High,0.8810040848147078,0.5274959445582615,0.82483715939574,0.856612336224926,Preferred,High,None,Good,1
777,Low,0.4927813458649557,0.16071334919098568,0.9782654635294741,0.15852023402740945,Not Preferred,Low,Partial,Average,1
778,Medium,0.27470503280714365,0.5067658465262576,0.040585712134695084,0.9137274940064593,Not Preferred,High,None,Average,1
779,Medium,0.5265949425897893,0.30328102606544527,0.3625832125946771,0.06640535346049736,Preferred,Medium,Partial,Average,0
780,Medium,0.23256807425682857,0.607695903497608,0.4026712082539978,0.20784372141964902,Not Preferred,High,Partial,Average,1
781,Medium,0.5761593298259662,0.5536778335394333,0.188385009334873,0.056246694315172485,Preferred,Medium,None,Average,1
782,High,0.9605685363234351,0.14265435147316208,0.5090818285664711,0.829695684417064,Not Preferred,High,None,Good,0
783,Medium,0.47078499701270726,0.7066425217489339,0.9406399991861139,0.3293212774825043,Preferred,High,None,Average,0
784,Low,0.9457747170084609,0.19710603882365219,0.8753632399007607,0.7044936364116847,Preferred,High,None,Average,0
785,Low,0.8556436641449466,0.5146695240518275,0.10570060387930069,0.6940723335309844,Neutral,High,Partial,Average,0
786,High,0.3627671331374759,0.25098720631607074,0.6834344870539171,0.6838767411633063,Neutral,Medium,Partial,Good,1
787,High,0.2828859097863652,0.8948692007055198,0.024206044422529827,0.3486024694428457,Not Preferred,High,None,Average,1
788,Low,0.06160798529246925,0.16249841547444144,0.8950338588534369,0.686024223935891,Preferred,Low,Partial,Good,1
789,Medium,0.5044247460634369,0.5850778163732161,0.5131700163305644,0.4956907702287139,Not Preferred,Low,None,Bad,0
790,Low,0.8251348756614191,0.4852556041472411,0.5434058521982641,0.30476091279732576,Preferred,Low,Partial,Bad,1
791,Low,0.1484831830052844,0.5543007058479525,0.5271483816252647,0.7342278011860833,Neutral,High,Partial,Bad,0
792,Low,0.4316602141437834,0.8175653295445969,0.8429499931391071,0.520456092139383,Not Preferred,Low,None,Good,0
793,Medium,0.07514295317758657,0.13420242632635027,0.6447567265900929,0.33966062048144274,Not Preferred,High,None,Good,0
794,High,0.19510882002421004,0.892611328044147,0.4586498980810759,0.6769767523110285,Not Preferred,Low,None,Bad,0
795,Low,0.3204868976555473,0.9962968042452258,0.8455511954968996,0.6109594994322547,Not Preferred,Medium,None,Good,1
796,High,0.6141688503188927,0.3341430223838622,0.8179041768324394,0.038363861355701134,Not Preferred,Low,Partial,Good,0
797,Medium,0.5441831489768018,0.00800814067378286,0.09509364771072948,0.05421174420599306,Preferred,High,Full,Good,0
798,Low,0.8131499883638141,0.9578302174752765,0.8837620154580319,0.9333294191163473,Not Preferred,Medium,None,Good,0
799,Low,0.07257479804471079,0.8503177081575989,0.21285008603835742,0.6687532544498137,Neutral,Low,None,Good,0
800,Medium,0.681460115425272,0.25361562763856416,0.8837333888313869,0.5614779437366768,Preferred,Low,Full,Bad,1
801,High,0.28524434230676654,0.23921108803421876,0.7869757993812009,0.05638185385323158,Not Preferred,Medium,None,Average,1
802,Medium,0.789379325603577,0.7233946888549284,0.27404158970427583,0.8459652560985333,Neutral,High,Full,Good,0
803,High,0.45615874111982246,0.5067658465262576,0.0366296975988194,0.19574602954816533,Neutral,Low,None,Good,0
804,Medium,0.7484063444050378,0.9613346311948062,0.4589697180653488,0.23842717895348364,Neutral,High,Full,Bad,1
805,Low,0.6305886973085435,0.44959890600773733,0.18863224642407483,0.5078974160033809,Neutral,Medium,Partial,Bad,1
806,High,0.5003051563545148,0.8940995361061592,0.9198709341305428,0.05515659060178546,Neutral,Medium,Partial,Bad,1
807,Low,0.7463138125690768,0.008354704172138572,0.16859904843403684,0.5807968298534757,Preferred,High,Full,Good,1
808,Low,0.6759924897563402,0.7056593338739465,0.4892299002046129,0.3829373822916171,Neutral,Low,Full,Good,0
809,High,0.04783881250703881,0.8501719452050476,0.9975825929459724,0.8869421108828673,Neutral,Low,Full,Average,1
810,High,0.1766823141763052,0.5802285321991417,0.9040349864545593,0.3201811674284386,Preferred,High,Full,Bad,0
811,High,0.29582271858186315,0.888209193214149,0.8406036227731919,0.47287932221054507,Preferred,Low,None,Bad,0
812,Low,0.09226900456276277,0.7295169285731221,0.3472876661526746,0.6810501117304453,Preferred,Low,Partial,Average,0
813,Low,0.6032221356579637,0.5067658465262576,0.9835972997387742,0.667351163050396,Not Preferred,High,Partial,Average,1
814,Medium,0.45002423952780257,0.33269017969267,0.4382986080331659,0.26269330988000517,Preferred,Medium,None,Bad,0
815,Medium,0.7790053939240377,0.020052709784008527,0.8904695739838898,0.5692813829505244,Not Preferred,Low,None,Good,1
816,High,0.8499374914047237,0.7261894838621051,0.8418253643652626,0.2990126796093461,Neutral,Low,Partial,Good,0
817,Medium,0.8709675998625426,0.34233408246099073,0.7697723073855856,0.5613558241893379,Neutral,High,Partial,Average,1
818,Low,0.07356335421576565,0.05343460239101716,0.9375503374073385,0.5298756255182061,Not Preferred,High,Full,Good,0
819,High,0.311703321492812,0.3062392452284004,0.8378413809055185,0.07235725774132662,Preferred,High,Full,Bad,1
820,Low,0.461925204205735,0.8447917378659114,0.8975621934531601,0.2646495049987615,Preferred,Low,None,Good,0
821,High,0.03105687603515561,0.5541812554487988,0.7620327210390511,0.5373791904438551,Not Preferred,Low,None,Good,0
822,Medium,0.5818652665047078,0.05534978921809519,0.1445797102395847,0.6952584007554335,Neutral,Low,None,Good,0
823,Low,0.005348988694222845,0.7482388061809001,0.9030506531025154,0.13972056697895407,Not Preferred,High,None,Bad,0
824,Medium,0.14112611829932187,0.0007895110932187865,0.8101400907454612,0.08757456298623822,Neutral,Low,None,Average,0
825,Medium,0.16251564475711533,0.6741976228649297,0.13346887928212847,0.805857705334062,Not Preferred,Medium,None,Average,0
826,Medium,0.9214193348763277,0.12862406043919206,0.44577874755947033,0.8153546238555615,Not Preferred,Medium,None,Average,1
827,Low,0.6026699609445051,0.5594752594563462,0.014534135265990678,0.08094970202235607,Preferred,High,Full,Good,1
828,Medium,0.378024949434402,0.10294614470028618,0.719022820433601,0.5038887967912735,Preferred,Medium,None,Good,0
829,High,0.7495164151567807,0.6305592343457384,0.7495994411207623,0.4373475724325948,Neutral,Medium,Partial,Good,1
830,High,0.48921624868809066,0.3419344935747266,0.9242184348426601,0.024390993110096737,Preferred,High,Full,Good,0
831,High,0.9339513385827183,0.20341300219831504,0.14689416391293275,0.8558229071239036,Preferred,High,Partial,Good,0
832,Low,0.6705405065060909,0.3183520221360109,0.3812299527748767,0.990712558623105,Neutral,Medium,Full,Bad,0
833,High,0.10339493663004151,0.43150811984764237,0.22991837086163258,0.5159458785254234,Neutral,Low,Full,Good,0
834,Medium,0.38114688203473557,0.41185228314449696,0.727579322134944,0.4516389955188379,Neutral,High,Full,Good,0
835,Medium,0.8136157259807193,0.03576624301493525,0.5282266077271569,0.6618783880446912,Not Preferred,Low,Partial,Average,1
836,Low,0.5683191510779255,0.4395077804475518,0.06724063405203662,0.464689468445165,Not Preferred,Low,Full,Average,0
837,Low,0.3032195467185912,0.6979904714977925,0.7902599039416938,0.2957528346203294,Not Preferred,Low,Partial,Average,0
838,Low,0.8819032847634595,0.40938913118341846,0.28988067953385965,0.014515094527608796,Preferred,Medium,Partial,Average,0
839,High,0.5997044134081002,0.7764868813156668,0.7491578231765317,0.32877428749259074,Preferred,Medium,Full,Average,0
840,Medium,0.6472222833978555,0.04476838868848687,0.05404762734972657,0.45723041961954436,Preferred,High,Full,Good,1
841,High,0.9449670636400761,0.48180344253894136,0.5712139096147976,0.8255308233467494,Not Preferred,High,Full,Good,0
842,Low,0.9826800487224341,0.3991093505747292,0.41543901625966084,0.40796260220572644,Preferred,High,Full,Bad,1
843,Low,0.49580301660687576,0.13035167971479178,0.7960685253969374,0.39477531677168287,Not Preferred,High,Partial,Bad,1
844,Low,0.2447998730017259,0.6805830929187673,0.49867035038227736,0.11376195880454942,Neutral,Low,Full,Bad,0
845,Low,0.26066638256210173,0.8533464976087238,0.8634914504628183,0.7725225917625445,Preferred,Medium,None,Bad,1
846,Medium,0.4451066637179941,0.11313593767402363,0.35137896675810865,0.9982224506090506,Not Preferred,High,Partial,Average,1
847,Low,0.9043811346655234,0.9688164414833766,0.9918928573196418,0.7897617737346345,Not Preferred,Low,Partial,Bad,0
848,Medium,0.8937741877619448,0.5298090570700541,0.6693483507627961,0.8315739259104525,Neutral,High,Partial,Average,1
849,High,0.46846123708708653,0.5983060756960188,0.030970603422510123,0.2748956582570877,Neutral,Low,Partial,Bad,1
850,High,0.25921533377198647,0.01892764051146345,0.035892751188932426,0.9148578059207596,Preferred,Low,None,Good,0
851,Medium,0.20033982109644233,0.21100669170752606,0.688292998427255,0.21972275011039688,Neutral,Low,Full,Good,0
852,Low,0.13698222230952783,0.6868664937349099,0.9132997116000338,0.6085831546399083,Neutral,Low,Partial,Average,1
853,High,0.9084375478722649,0.10448031675395808,0.7202679239473956,0.49516754362273674,Preferred,Low,Partial,Good,0
854,Low,0.09234583894543225,0.6740073564627111,0.05648342400348205,0.6728550378096911,Preferred,Low,Full,Average,0
855,Medium,0.6177269240617943,0.45632592382239856,0.8940913692578455,0.49786918051431917,Not Preferred,Medium,None,Good,0
856,Low,0.010672287848834117,0.77655747178522,0.8216493338800724,0.05948016310838955,Neutral,High,Partial,Good,0
857,Medium,0.7772042473508521,0.26905222874216295,0.8118896435683167,0.5334784759062927,Not Preferred,Low,None,Average,0
